,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1,Borja Bastón,"€ 50,135","€ 2,607,000","€ 2,678,964",F,25,Spain,Alaves,La Liga,2018-2019
1,2,John Guidetti,"€ 34,981","€ 1,819,000","€ 1,869,212",F,26,Sweden,Alaves,La Liga,2018-2019
2,3,Fernando Pacheco,"€ 28,269","€ 1,470,000","€ 1,510,578",K,26,Spain,Alaves,La Liga,2018-2019
3,4,Jony,"€ 26,000","€ 1,352,000","€ 1,389,321",F,26,Spain,Alaves,La Liga,2018-2019
4,5,Takashi Inui,"€ 24,769","€ 1,288,000","€ 1,323,554",F,30,Japan,Alaves,La Liga,2018-2019
5,6,Ibai Gómez,"€ 23,962","€ 1,246,000","€ 1,280,395",F,28,Spain,Alaves,La Liga,2018-2019
6,7,Rubén Sobrino,"€ 19,731","€ 1,026,000","€ 1,054,322",F,26,Spain,Alaves,La Liga,2018-2019
7,8,Jonathan Calleri,"€ 18,904","€ 983,000","€ 1,010,135",F,24,Argentina,Alaves,La Liga,2018-2019
8,9,Daniel Torres,"€ 18,654","€ 970,000","€ 996,776",M,28,Colombia,Alaves,La Liga,2018-2019
9,10,Burgui,"€ 17,635","€ 917,000","€ 942,313",F,24,Spain,Alaves,La Liga,2018-2019
10,11,Mubarak Wakaso,"€ 15,615","€ 812,000","€ 834,414",M,27,Ghana,Alaves,La Liga,2018-2019
11,12,Ximo Navarro,"€ 15,519","€ 807,000","€ 829,276",D,28,Spain,Alaves,La Liga,2018-2019
12,13,Martin Aguirregabiria,"€ 14,558","€ 757,000","€ 777,896",D,22,Spain,Alaves,La Liga,2018-2019
13,14,Rubén Duarte,"€ 14,423","€ 750,000","€ 770,703",D,22,Spain,Alaves,La Liga,2018-2019
14,15,Patrick Twumasi,"€ 14,231","€ 740,000","€ 760,427",F,24,Ghana,Alaves,La Liga,2018-2019
15,16,Tomás Pina,"€ 14,154","€ 736,000","€ 756,317",M,30,Spain,Alaves,La Liga,2018-2019
16,17,Adrián Marín,"€ 13,635","€ 709,000","€ 728,571",D,21,Spain,Alaves,La Liga,2018-2019
17,18,Víctor Laguardia,"€ 13,423","€ 698,000","€ 717,268",D,28,Spain,Alaves,La Liga,2018-2019
18,19,Carlos Vigaray,"€ 12,769","€ 664,000","€ 682,329",D,23,Spain,Alaves,La Liga,2018-2019
19,20,Guillermo Maripán,"€ 12,519","€ 651,000","€ 668,970",D,24,Chile,Alaves,La Liga,2018-2019
20,21,Rodrigo Ely,"€ 12,500","€ 650,000","€ 667,943",D,24,Brazil,Alaves,La Liga,2018-2019
21,22,Manu García,"€ 10,519","€ 547,000","€ 562,099",M,32,Spain,Alaves,La Liga,2018-2019
22,23,Darko Brasanac,"€ 7,500","€ 390,000","€ 400,766",M,26,Serbia,Alaves,La Liga,2018-2019
23,24,Antonio Sivera,"€ 5,615","€ 292,000","€ 300,060",K,21,Spain,Alaves,La Liga,2018-2019
24,25,Álex Blanco,"€ 2,635","€ 137,000","€ 140,782",F,19,Spain,Alaves,La Liga,2018-2019
25,26,Adrián Diéguez,€ 904,"€ 47,000","€ 48,297",D,22,Spain,Alaves,La Liga,2018-2019
26,27,Nando García,€ 0,€ 0,€ 0,F,24,Spain,Alaves,La Liga,2018-2019
27,28,Rafa Navarro,€ 0,€ 0,€ 0,D,24,Spain,Alaves,La Liga,2018-2019
28,29,Rafa Páez,€ 0,€ 0,€ 0,D,23,Spain,Alaves,La Liga,2018-2019
29,30,Javi Muñoz,€ 0,€ 0,€ 0,M,23,Spain,Alaves,La Liga,2018-2019
30,31,Ermedin Demirovic,€ 0,€ 0,€ 0,F,20,Bosnia-Herzegovina,Alaves,La Liga,2018-2019
31,32,Diego Rolán,€ 0,€ 0,€ 0,F,25,Uruguay,Alaves,La Liga,2018-2019
32,33,Cristian Glauder,€ 0,€ 0,€ 0,D,22,Spain,Alaves,La Liga,2018-2019
33,34,Antonio Perera,€ 0,€ 0,€ 0,M,21,Spain,Alaves,La Liga,2018-2019
34,35,Anderson Cruz,€ 0,€ 0,€ 0,F,22,Angola,Alaves,La Liga,2018-2019
35,36,Álex Domínguez,€ 0,€ 0,€ 0,K,19,Spain,Alaves,La Liga,2018-2019
0,1,Iñigo Martínez,"€ 172,481","€ 8,969,000","€ 9,216,580",D,27,Spain,Athletic Club,La Liga,2018-2019
1,2,Raúl García,"€ 111,000","€ 5,772,000","€ 5,931,330",M,31,Spain,Athletic Club,La Liga,2018-2019
2,3,Yuri Berchiche,"€ 87,212","€ 4,535,000","€ 4,660,184",D,28,Spain,Athletic Club,La Liga,2018-2019
3,4,Iñaki Williams,"€ 70,115","€ 3,646,000","€ 3,746,644",F,24,Spain,Athletic Club,La Liga,2018-2019
4,5,Óscar de Marcos,"€ 47,827","€ 2,487,000","€ 2,555,651",D,29,Spain,Athletic Club,La Liga,2018-2019
5,6,Markel Susaeta,"€ 42,788","€ 2,225,000","€ 2,286,419",F,30,Spain,Athletic Club,La Liga,2018-2019
6,7,Iker Muniain,"€ 42,154","€ 2,192,000","€ 2,252,508",F,25,Spain,Athletic Club,La Liga,2018-2019
7,8,Ander Iturraspe,"€ 40,481","€ 2,105,000","€ 2,163,106",M,29,Spain,Athletic Club,La Liga,2018-2019
8,9,Ander Capa,"€ 38,462","€ 2,000,000","€ 2,055,208",D,26,Spain,Athletic Club,La Liga,2018-2019
9,10,Dani García,"€ 33,019","€ 1,717,000","€ 1,764,396",M,28,Spain,Athletic Club,La Liga,2018-2019
10,11,Aritz Aduriz,"€ 30,654","€ 1,594,000","€ 1,638,001",F,37,Spain,Athletic Club,La Liga,2018-2019
11,12,Yeray Álvarez,"€ 29,846","€ 1,552,000","€ 1,594,841",D,23,Spain,Athletic Club,La Liga,2018-2019
