,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1,Jonathan Schmid,"€ 22,096","€ 1,149,000","€ 1,229,268",D,26,France,Augsburg,Bundesliga,2016-2017
1,2,Martin Hinteregger,"€ 22,096","€ 1,149,000","€ 1,229,268",D,23,Austria,Augsburg,Bundesliga,2016-2017
2,3,Ja-cheol Koo,"€ 22,096","€ 1,149,000","€ 1,229,268",M,27,South Korea,Augsburg,Bundesliga,2016-2017
3,4,Dong-won Ji,"€ 19,154","€ 996,000","€ 1,065,579",F,25,South Korea,Augsburg,Bundesliga,2016-2017
4,5,Raúl Bobadilla,"€ 19,154","€ 996,000","€ 1,065,579",F,29,Paraguay,Augsburg,Bundesliga,2016-2017
5,6,Jeffrey Gouweleeuw,"€ 18,404","€ 957,000","€ 1,023,855",D,24,Netherlands,Augsburg,Bundesliga,2016-2017
6,7,Daniel Baier,"€ 18,404","€ 957,000","€ 1,023,855",M,32,Germany,Augsburg,Bundesliga,2016-2017
7,8,Halil Altintop,"€ 14,346","€ 746,000","€ 798,115",M,33,Turkey,Augsburg,Bundesliga,2016-2017
8,9,Alexander Esswein,"€ 14,346","€ 746,000","€ 798,115",F,26,Germany,Augsburg,Bundesliga,2016-2017
9,10,Takashi Usami,"€ 14,346","€ 746,000","€ 798,115",F,24,Japan,Augsburg,Bundesliga,2016-2017
10,11,Caiuby,"€ 14,346","€ 746,000","€ 798,115",F,27,Brazil,Augsburg,Bundesliga,2016-2017
11,12,Dominik Kohr,"€ 14,346","€ 746,000","€ 798,115",M,22,Germany,Augsburg,Bundesliga,2016-2017
12,13,Gojko Kacar,"€ 14,346","€ 746,000","€ 798,115",M,29,Serbia,Augsburg,Bundesliga,2016-2017
13,14,Jan-Ingwer Callsen-Bracker,"€ 14,346","€ 746,000","€ 798,115",D,31,Germany,Augsburg,Bundesliga,2016-2017
14,15,Paul Verhaegh,"€ 14,346","€ 746,000","€ 798,115",D,32,Netherlands,Augsburg,Bundesliga,2016-2017
15,16,Moritz Leitner,"€ 14,346","€ 746,000","€ 798,115",M,23,Germany,Augsburg,Bundesliga,2016-2017
16,17,Marwin Hitz,"€ 14,346","€ 746,000","€ 798,115",K,28,Switzerland,Augsburg,Bundesliga,2016-2017
17,18,Markus Feulner,"€ 14,346","€ 746,000","€ 798,115",M,34,Germany,Augsburg,Bundesliga,2016-2017
18,19,Georg Teigl,"€ 9,173","€ 477,000","€ 510,323",M,25,Austria,Augsburg,Bundesliga,2016-2017
19,20,Christoph Janker,"€ 8,135","€ 423,000","€ 452,550",D,31,Germany,Augsburg,Bundesliga,2016-2017
20,21,Marvin Friedrich,"€ 8,135","€ 423,000","€ 452,550",D,20,Germany,Augsburg,Bundesliga,2016-2017
21,22,Philipp Max,"€ 7,327","€ 381,000","€ 407,616",D,22,Germany,Augsburg,Bundesliga,2016-2017
22,23,Andreas Luthe,"€ 6,596","€ 343,000","€ 366,962",K,29,Germany,Augsburg,Bundesliga,2016-2017
23,24,Raphael Framberger,€ 731,"€ 38,000","€ 40,655",D,20,Germany,Augsburg,Bundesliga,2016-2017
24,25,Marco Schuster,€ 615,"€ 32,000","€ 34,235",M,20,Germany,Augsburg,Bundesliga,2016-2017
25,26,Ioannis Gelios,€ 615,"€ 32,000","€ 34,235",K,24,Greece,Augsburg,Bundesliga,2016-2017
26,27,Tim Rieder,€ 577,"€ 30,000","€ 32,096",D,22,Germany,Augsburg,Bundesliga,2016-2017
27,28,Julian Günther-Schmidt,€ 481,"€ 25,000","€ 26,746",F,21,Germany,Augsburg,Bundesliga,2016-2017
28,29,Kevin Danso,€ 38,"€ 2,000","€ 2,140",D,17,Austria,Augsburg,Bundesliga,2016-2017
29,30,Erik Thommy,€ 0,€ 0,€ 0,M,21,Germany,Augsburg,Bundesliga,2016-2017
30,31,Daniel Opare,€ 0,€ 0,€ 0,D,25,Ghana,Augsburg,Bundesliga,2016-2017
31,32,Shawn Parker,€ 0,€ 0,€ 0,F,23,Germany,Augsburg,Bundesliga,2016-2017
32,33,Alfred Finnbogason,€ 0,€ 0,€ 0,F,27,Iceland,Augsburg,Bundesliga,2016-2017
33,34,Tim Matavz,€ 0,€ 0,€ 0,F,27,Slovenia,Augsburg,Bundesliga,2016-2017
34,35,Konstantinos Stafylidis,€ 0,€ 0,€ 0,D,22,Greece,Augsburg,Bundesliga,2016-2017
35,36,Albian Ajeti,€ 0,€ 0,€ 0,F,19,Switzerland,Augsburg,Bundesliga,2016-2017
36,37,Jan Morávek,€ 0,€ 0,€ 0,M,26,Czech Republic,Augsburg,Bundesliga,2016-2017
0,1,Kevin Volland,"€ 91,712","€ 4,769,000","€ 5,102,156",F,23,Germany,Bayer Leverkusen,Bundesliga,2016-2017
1,2,Lars Bender,"€ 73,692","€ 3,832,000","€ 4,099,698",M,27,Germany,Bayer Leverkusen,Bundesliga,2016-2017
2,3,Stefan Kießling,"€ 73,692","€ 3,832,000","€ 4,099,698",F,32,Germany,Bayer Leverkusen,Bundesliga,2016-2017
3,4,Karim Bellarabi,"€ 73,615","€ 3,828,000","€ 4,095,419",F,26,Germany,Bayer Leverkusen,Bundesliga,2016-2017
4,5,Bernd Leno,"€ 64,192","€ 3,338,000","€ 3,571,188",K,24,Germany,Bayer Leverkusen,Bundesliga,2016-2017
5,6,Kyriakos Papadopoulos,"€ 55,212","€ 2,871,000","€ 3,071,564",D,24,Greece,Bayer Leverkusen,Bundesliga,2016-2017
6,7,Aleksandar Dragovic,"€ 55,212","€ 2,871,000","€ 3,071,564",D,25,Austria,Bayer Leverkusen,Bundesliga,2016-2017
7,8,Charles Aránguiz,"€ 54,558","€ 2,837,000","€ 3,035,189",M,27,Chile,Bayer Leverkusen,Bundesliga,2016-2017
8,9,Ömer Toprak,"€ 45,846","€ 2,384,000","€ 2,550,543",D,26,Turkey,Bayer Leverkusen,Bundesliga,2016-2017
9,10,Kevin Kampl,"€ 45,846","€ 2,384,000","€ 2,550,543",M,25,Slovenia,Bayer Leverkusen,Bundesliga,2016-2017
10,11,Leon Bailey,"€ 36,846","€ 1,916,000","€ 2,049,849",F,18,Jamaica,Bayer Leverkusen,Bundesliga,2016-2017
11,12,Wendell,"€ 36,808","€ 1,914,000","€ 2,047,709",D,22,Brazil,Bayer Leverkusen,Bundesliga,2016-2017
12,13,Admir Mehmedi,"€ 36,692","€ 1,908,000","€ 2,041,290",F,25,Switzerland,Bayer Leverkusen,Bundesliga,2016-2017
13,14,Julian Baumgartlinger,"€ 36,692","€ 1,908,000","€ 2,041,290",M,28,Austria,Bayer Leverkusen,Bundesliga,2016-2017
14,15,André Ramalho,"€ 27,615","€ 1,436,000","€ 1,536,317",D,24,Brazil,Bayer Leverkusen,Bundesliga,2016-2017
15,16,Tin Jedvaj,"€ 27,519","€ 1,431,000","€ 1,530,968",D,20,Croatia,Bayer Leverkusen,Bundesliga,2016-2017
16,17,Jonathan Tah,"€ 22,096","€ 1,149,000","€ 1,229,268",D,20,Germany,Bayer Leverkusen,Bundesliga,2016-2017
17,18,Roberto Hilbert,"€ 21,462","€ 1,116,000","€ 1,193,962",D,31,Germany,Bayer Leverkusen,Bundesliga,2016-2017
18,19,Julian Brandt,"€ 18,346","€ 954,000","€ 1,020,645",F,20,Germany,Bayer Leverkusen,Bundesliga,2016-2017
19,20,Ramazan Özcan,"€ 14,346","€ 746,000","€ 798,115",K,32,Austria,Bayer Leverkusen,Bundesliga,2016-2017
20,21,Joel Pohjanpalo,"€ 12,846","€ 668,000","€ 714,666",F,21,Finland,Bayer Leverkusen,Bundesliga,2016-2017
21,22,Danny da Costa,"€ 12,846","€ 668,000","€ 714,666",D,22,Germany,Bayer Leverkusen,Bundesliga,2016-2017
22,23,Vladlen Yurchenko,"€ 9,173","€ 477,000","€ 510,323",M,22,Ukraine,Bayer Leverkusen,Bundesliga,2016-2017
23,24,Kai Havertz,"€ 4,308","€ 224,000","€ 239,648",M,17,Germany,Bayer Leverkusen,Bundesliga,2016-2017
24,25,Benjamin Henrichs,"€ 4,308","€ 224,000","€ 239,648",D,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
25,26,Niklas Lomb,"€ 2,385","€ 124,000","€ 132,662",K,22,Germany,Bayer Leverkusen,Bundesliga,2016-2017
26,27,Atakan Akkaynak,"€ 1,904","€ 99,000","€ 105,916",M,17,Germany,Bayer Leverkusen,Bundesliga,2016-2017
27,28,Joel Abu Hanna,"€ 1,904","€ 99,000","€ 105,916",D,18,Germany,Bayer Leverkusen,Bundesliga,2016-2017
28,29,Paterson Chato,€ 0,€ 0,€ 0,M,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
29,30,Patrik Dzalto,€ 0,€ 0,€ 0,F,19,Croatia,Bayer Leverkusen,Bundesliga,2016-2017
30,31,Chicharito,€ 0,€ 0,€ 0,F,28,Mexico,Bayer Leverkusen,Bundesliga,2016-2017
31,32,Robbie Kruse,€ 0,€ 0,€ 0,F,27,Australia,Bayer Leverkusen,Bundesliga,2016-2017
32,33,Hakan Calhanoglu,€ 0,€ 0,€ 0,F,22,Turkey,Bayer Leverkusen,Bundesliga,2016-2017
33,34,Robin Becker,€ 0,€ 0,€ 0,D,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
34,35,Seung-uh Ryu,€ 0,€ 0,€ 0,M,22,South Korea,Bayer Leverkusen,Bundesliga,2016-2017
35,36,Andrejs Ciganiks,€ 0,€ 0,€ 0,F,19,Latvia,Bayer Leverkusen,Bundesliga,2016-2017
36,37,Lukas Boeder,€ 0,€ 0,€ 0,D,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
37,38,Marc Brasnic,€ 0,€ 0,€ 0,F,19,Croatia,Bayer Leverkusen,Bundesliga,2016-2017
38,39,Marlon Frey,€ 0,€ 0,€ 0,M,20,Germany,Bayer Leverkusen,Bundesliga,2016-2017
0,1,Manuel Neuer,"€ 276,077","€ 14,356,000","€ 15,358,891",K,30,Germany,Bayern Munich,Bundesliga,2016-2017
1,2,Thomas Müller,"€ 275,154","€ 14,308,000","€ 15,307,538",F,26,Germany,Bayern Munich,Bundesliga,2016-2017
2,3,Robert Lewandowski,"€ 275,154","€ 14,308,000","€ 15,307,538",F,27,Poland,Bayern Munich,Bundesliga,2016-2017
3,4,Jérôme Boateng,"€ 220,115","€ 11,446,000","€ 12,245,602",D,27,Germany,Bayern Munich,Bundesliga,2016-2017
4,5,Franck Ribéry,"€ 220,115","€ 11,446,000","€ 12,245,602",F,33,France,Bayern Munich,Bundesliga,2016-2017
5,6,Arturo Vidal,"€ 217,250","€ 11,297,000","€ 12,086,193",M,29,Chile,Bayern Munich,Bundesliga,2016-2017
6,7,Xabi Alonso,"€ 184,058","€ 9,571,000","€ 10,239,617",M,34,Spain,Bayern Munich,Bundesliga,2016-2017
7,8,David Alaba,"€ 183,423","€ 9,538,000","€ 10,204,312",D,24,Austria,Bayern Munich,Bundesliga,2016-2017
8,9,Philipp Lahm,"€ 183,423","€ 9,538,000","€ 10,204,312",D,32,Germany,Bayern Munich,Bundesliga,2016-2017
9,10,Mats Hummels,"€ 183,423","€ 9,538,000","€ 10,204,312",D,27,Germany,Bayern Munich,Bundesliga,2016-2017
10,11,Thiago,"€ 165,654","€ 8,614,000","€ 9,215,762",M,25,Spain,Bayern Munich,Bundesliga,2016-2017
11,12,Arjen Robben,"€ 128,404","€ 6,677,000","€ 7,143,446",F,32,Netherlands,Bayern Munich,Bundesliga,2016-2017
12,13,Douglas Costa,"€ 110,442","€ 5,743,000","€ 6,144,198",F,25,Brazil,Bayern Munich,Bundesliga,2016-2017
13,14,Javi Martínez,"€ 110,058","€ 5,723,000","€ 6,122,801",M,27,Spain,Bayern Munich,Bundesliga,2016-2017
14,15,Rafinha,"€ 91,712","€ 4,769,000","€ 5,102,156",D,30,Brazil,Bayern Munich,Bundesliga,2016-2017
15,16,Holger Badstuber,"€ 73,365","€ 3,815,000","€ 4,081,511",D,27,Germany,Bayern Munich,Bundesliga,2016-2017
16,17,Juan Bernat,"€ 46,019","€ 2,393,000","€ 2,560,172",D,23,Spain,Bayern Munich,Bundesliga,2016-2017
17,18,Sven Ulreich,"€ 46,019","€ 2,393,000","€ 2,560,172",K,27,Germany,Bayern Munich,Bundesliga,2016-2017
18,19,Joshua Kimmich,"€ 27,615","€ 1,436,000","€ 1,536,317",D,21,Germany,Bayern Munich,Bundesliga,2016-2017
19,20,Renato Sanches,"€ 27,615","€ 1,436,000","€ 1,536,317",M,18,Portugal,Bayern Munich,Bundesliga,2016-2017
20,21,Tom Starke,"€ 27,519","€ 1,431,000","€ 1,530,968",K,35,Germany,Bayern Munich,Bundesliga,2016-2017
21,22,Kingsley Coman,"€ 25,827","€ 1,343,000","€ 1,436,820",F,20,France,Bayern Munich,Bundesliga,2016-2017
22,23,Nicolas Feldhahn,"€ 2,154","€ 112,000","€ 119,824",D,29,Germany,Bayern Munich,Bundesliga,2016-2017
23,24,Erdal Öztürk,"€ 1,231","€ 64,000","€ 68,471",M,20,Turkey,Bayern Munich,Bundesliga,2016-2017
24,25,Fabian Benko,"€ 1,154","€ 60,000","€ 64,192",M,18,Croatia,Bayern Munich,Bundesliga,2016-2017
25,26,Niklas Dorsch,"€ 1,154","€ 60,000","€ 64,192",M,18,Germany,Bayern Munich,Bundesliga,2016-2017
26,27,Leo Weinkauf,€ 769,"€ 40,000","€ 42,794",K,19,Germany,Bayern Munich,Bundesliga,2016-2017
27,28,Raphael Obermair,€ 577,"€ 30,000","€ 32,096",M,20,Germany,Bayern Munich,Bundesliga,2016-2017
28,29,Marco Friedl,€ 481,"€ 25,000","€ 26,746",D,18,Austria,Bayern Munich,Bundesliga,2016-2017
29,30,Julian Green,€ 0,€ 0,€ 0,M,21,United States,Bayern Munich,Bundesliga,2016-2017
30,31,Gianluca Gaudino,€ 0,€ 0,€ 0,M,19,Germany,Bayern Munich,Bundesliga,2016-2017
31,32,Medhi Benatia,€ 0,€ 0,€ 0,D,29,Morocco,Bayern Munich,Bundesliga,2016-2017
32,33,Felix Götze,€ 0,€ 0,€ 0,M,18,Germany,Bayern Munich,Bundesliga,2016-2017
0,1,Marco Reus,"€ 183,423","€ 9,538,000","€ 10,204,312",M,27,Germany,Borussia Dortmund,Bundesliga,2016-2017
1,2,Mario Götze,"€ 147,250","€ 7,657,000","€ 8,191,908",M,24,Germany,Borussia Dortmund,Bundesliga,2016-2017
2,3,André Schürrle,"€ 110,442","€ 5,743,000","€ 6,144,198",F,25,Germany,Borussia Dortmund,Bundesliga,2016-2017
3,4,Pierre-Emerick Aubameyang,"€ 91,712","€ 4,769,000","€ 5,102,156",F,27,Gabon,Borussia Dortmund,Bundesliga,2016-2017
4,5,Marc Bartra,"€ 82,827","€ 4,307,000","€ 4,607,881",D,25,Spain,Borussia Dortmund,Bundesliga,2016-2017
5,6,Shinji Kagawa,"€ 73,615","€ 3,828,000","€ 4,095,419",M,27,Japan,Borussia Dortmund,Bundesliga,2016-2017
6,7,Julian Weigl,"€ 73,365","€ 3,815,000","€ 4,081,511",M,20,Germany,Borussia Dortmund,Bundesliga,2016-2017
7,8,Gonzalo Castro,"€ 64,192","€ 3,338,000","€ 3,571,188",M,29,Germany,Borussia Dortmund,Bundesliga,2016-2017
8,9,Nuri Sahin,"€ 55,212","€ 2,871,000","€ 3,071,564",M,27,Turkey,Borussia Dortmund,Bundesliga,2016-2017
9,10,Ousmane Dembélé,"€ 55,212","€ 2,871,000","€ 3,071,564",F,19,France,Borussia Dortmund,Bundesliga,2016-2017
10,11,Roman Weidenfeller,"€ 55,019","€ 2,861,000","€ 3,060,866",K,35,Germany,Borussia Dortmund,Bundesliga,2016-2017
11,12,Sebastian Rode,"€ 55,019","€ 2,861,000","€ 3,060,866",M,25,Germany,Borussia Dortmund,Bundesliga,2016-2017
12,13,Sven Bender,"€ 54,558","€ 2,837,000","€ 3,035,189",D,27,Germany,Borussia Dortmund,Bundesliga,2016-2017
13,14,Marcel Schmelzer,"€ 46,019","€ 2,393,000","€ 2,560,172",D,28,Germany,Borussia Dortmund,Bundesliga,2016-2017
14,15,Roman Bürki,"€ 46,019","€ 2,393,000","€ 2,560,172",K,25,Switzerland,Borussia Dortmund,Bundesliga,2016-2017
15,16,Neven Subotic,"€ 36,808","€ 1,914,000","€ 2,047,709",D,27,Germany,Borussia Dortmund,Bundesliga,2016-2017
16,17,Matthias Ginter,"€ 36,808","€ 1,914,000","€ 2,047,709",D,22,Germany,Borussia Dortmund,Bundesliga,2016-2017
17,18,Lukasz Piszczek,"€ 36,692","€ 1,908,000","€ 2,041,290",D,31,Poland,Borussia Dortmund,Bundesliga,2016-2017
18,19,Raphaël Guerreiro,"€ 36,365","€ 1,891,000","€ 2,023,103",M,22,Portugal,Borussia Dortmund,Bundesliga,2016-2017
19,20,Erik Durm,"€ 27,519","€ 1,431,000","€ 1,530,968",D,24,Germany,Borussia Dortmund,Bundesliga,2016-2017
20,21,Christian Pulisic,"€ 27,519","€ 1,431,000","€ 1,530,968",F,17,United States,Borussia Dortmund,Bundesliga,2016-2017
21,22,Emre Mor,"€ 19,154","€ 996,000","€ 1,065,579",F,18,Turkey,Borussia Dortmund,Bundesliga,2016-2017
22,23,Mikel Merino,"€ 9,558","€ 497,000","€ 531,720",M,20,Spain,Borussia Dortmund,Bundesliga,2016-2017
23,24,Felix Passlack,"€ 4,308","€ 224,000","€ 239,648",D,18,Germany,Borussia Dortmund,Bundesliga,2016-2017
24,25,Hendrik Bonmann,"€ 2,865","€ 149,000","€ 159,409",K,22,Germany,Borussia Dortmund,Bundesliga,2016-2017
25,26,Dzenis Burnic,€ 385,"€ 20,000","€ 21,397",M,18,Germany,Borussia Dortmund,Bundesliga,2016-2017
26,27,Alexander Isak,€ 58,"€ 3,000","€ 3,210",F,16,Sweden,Borussia Dortmund,Bundesliga,2016-2017
27,28,Jacob Bruun Larsen,€ 58,"€ 3,000","€ 3,210",F,17,Denmark,Borussia Dortmund,Bundesliga,2016-2017
28,29,Adrián Ramos,€ 0,€ 0,€ 0,F,30,Colombia,Borussia Dortmund,Bundesliga,2016-2017
29,30,Ju-ho Park,€ 0,€ 0,€ 0,D,29,South Korea,Borussia Dortmund,Bundesliga,2016-2017
30,31,Sokratis,€ 0,€ 0,€ 0,D,28,Greece,Borussia Dortmund,Bundesliga,2016-2017
0,1,Sidney Sam,"€ 73,615","€ 3,828,000","€ 4,095,419",F,28,Germany,Darmstadt,Bundesliga,2016-2017
1,2,Sven Schipplock,"€ 14,346","€ 746,000","€ 798,115",F,27,Germany,Darmstadt,Bundesliga,2016-2017
2,3,Artem Fedetskyi,"€ 12,846","€ 668,000","€ 714,666",D,31,Ukraine,Darmstadt,Bundesliga,2016-2017
3,4,Michael Esser,"€ 12,769","€ 664,000","€ 710,386",K,28,Germany,Darmstadt,Bundesliga,2016-2017
4,5,Peter Niemeyer,"€ 12,538","€ 652,000","€ 697,548",M,32,Germany,Darmstadt,Bundesliga,2016-2017
5,6,Mario Vrancic,"€ 12,154","€ 632,000","€ 676,151",M,27,Bosnia-Herzegovina,Darmstadt,Bundesliga,2016-2017
6,7,Marcel Heller,"€ 12,115","€ 630,000","€ 674,011",M,30,Germany,Darmstadt,Bundesliga,2016-2017
7,8,Jérôme Gondorf,"€ 11,442","€ 595,000","€ 636,566",M,28,Germany,Darmstadt,Bundesliga,2016-2017
8,9,Alexander Milosevic,"€ 10,827","€ 563,000","€ 602,330",D,24,Sweden,Darmstadt,Bundesliga,2016-2017
9,10,Jan Rosenthal,"€ 9,558","€ 497,000","€ 531,720",F,30,Germany,Darmstadt,Bundesliga,2016-2017
10,11,Terrence Boyd,"€ 9,192","€ 478,000","€ 511,392",F,25,United States,Darmstadt,Bundesliga,2016-2017
11,12,Immanuel Höhn,"€ 8,769","€ 456,000","€ 487,856",D,24,Germany,Darmstadt,Bundesliga,2016-2017
12,13,Dominik Stroh-Engel,"€ 8,615","€ 448,000","€ 479,297",F,30,Germany,Darmstadt,Bundesliga,2016-2017
13,14,Markus Steinhöfer,"€ 8,135","€ 423,000","€ 452,550",D,30,Germany,Darmstadt,Bundesliga,2016-2017
