,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1.0,Alessio Romagnoli,"€ 178,077","€ 9,260,000","€ 9,260,000",D,27,Italy,Ac Milan,Serie A,2021-2022
1,2.0,Zlatan Ibrahimovic,"€ 172,500","€ 8,970,000","€ 8,970,000",F,40,Sweden,Ac Milan,Serie A,2021-2022
2,3.0,Alessandro Florenzi,"€ 106,923","€ 5,560,000","€ 5,560,000",D,30,Italy,Ac Milan,Serie A,2021-2022
3,4.0,Theo Hernández,"€ 98,654","€ 5,130,000","€ 5,130,000",D,24,France,Ac Milan,Serie A,2021-2022
4,5.0,Tiemoué Bakayoko,"€ 89,038","€ 4,630,000","€ 4,630,000",M,27,France,Ac Milan,Serie A,2021-2022
5,6.0,Olivier Giroud,"€ 86,346","€ 4,490,000","€ 4,490,000",F,35,France,Ac Milan,Serie A,2021-2022
6,7.0,Ante Rebic,"€ 86,346","€ 4,490,000","€ 4,490,000",F,28,Croatia,Ac Milan,Serie A,2021-2022
7,8.0,Franck Kessié,"€ 78,269","€ 4,070,000","€ 4,070,000",M,25,Cote d'Ivoire,Ac Milan,Serie A,2021-2022
8,9.0,Davide Calabria,"€ 71,154","€ 3,700,000","€ 3,700,000",D,25,Italy,Ac Milan,Serie A,2021-2022
9,10.0,Andrea Conti,"€ 71,154","€ 3,700,000","€ 3,700,000",D,27,Italy,Ac Milan,Serie A,2021-2022
10,11.0,Mike Maignan,"€ 69,038","€ 3,590,000","€ 3,590,000",K,26,France,Ac Milan,Serie A,2021-2022
11,12.0,Samu Castillejo,"€ 53,462","€ 2,780,000","€ 2,780,000",F,27,Spain,Ac Milan,Serie A,2021-2022
12,13.0,Ismaël Bennacer,"€ 53,462","€ 2,780,000","€ 2,780,000",M,24,Algeria,Ac Milan,Serie A,2021-2022
13,14.0,Fikayo Tomori,"€ 49,231","€ 2,560,000","€ 2,560,000",D,24,England,Ac Milan,Serie A,2021-2022
14,15.0,Sandro Tonali,"€ 46,346","€ 2,410,000","€ 2,410,000",M,21,Italy,Ac Milan,Serie A,2021-2022
15,16.0,Rade Krunic,"€ 39,231","€ 2,040,000","€ 2,040,000",M,28,Bosnia-Herzegovina,Ac Milan,Serie A,2021-2022
16,17.0,Simon Kjaer,"€ 36,923","€ 1,920,000","€ 1,920,000",D,32,Denmark,Ac Milan,Serie A,2021-2022
17,18.0,Brahim Díaz,"€ 36,923","€ 1,920,000","€ 1,920,000",F,22,Spain,Ac Milan,Serie A,2021-2022
18,19.0,Junior Messias,"€ 35,577","€ 1,850,000","€ 1,850,000",F,30,Brazil,Ac Milan,Serie A,2021-2022
19,20.0,Rafael Leão,"€ 34,423","€ 1,790,000","€ 1,790,000",F,22,Portugal,Ac Milan,Serie A,2021-2022
20,21.0,Ciprian Tatarusanu,"€ 29,615","€ 1,540,000","€ 1,540,000",K,35,Romania,Ac Milan,Serie A,2021-2022
21,22.0,Matteo Gabbia,"€ 28,462","€ 1,480,000","€ 1,480,000",D,22,Italy,Ac Milan,Serie A,2021-2022
22,23.0,Antonio Mirante,"€ 25,000","€ 1,300,000","€ 1,300,000",K,38,Italy,Ac Milan,Serie A,2021-2022
23,24.0,Fodé Ballo-Touré,"€ 24,615","€ 1,280,000","€ 1,280,000",D,25,Senegal,Ac Milan,Serie A,2021-2022
24,25.0,Alexis Saelemaekers,"€ 24,615","€ 1,280,000","€ 1,280,000",F,22,Belgium,Ac Milan,Serie A,2021-2022
25,26.0,Pietro Pellegri,"€ 24,615","€ 1,280,000","€ 1,280,000",F,20,Italy,Ac Milan,Serie A,2021-2022
26,27.0,Pierre Kalulu,"€ 14,808","€ 770,000","€ 770,000",D,21,France,Ac Milan,Serie A,2021-2022
27,28.0,Alessandro Plizzari,"€ 12,500","€ 650,000","€ 650,000",K,21,Italy,Ac Milan,Serie A,2021-2022
28,29.0,Daniel Maldini,"€ 10,769","€ 560,000","€ 560,000",F,20,Italy,Ac Milan,Serie A,2021-2022
29,30.0,Marko Lazetic,€ 0,€ 0,€ 0,F,18,Serbia,Ac Milan,Serie A,2021-2022
0,1.0,Merih Demiral,"€ 71,154","€ 3,700,000","€ 3,700,000",D,23,Turkey,Atalanta,Serie A,2021-2022
1,2.0,Duván Zapata,"€ 64,038","€ 3,330,000","€ 3,330,000",F,30,Colombia,Atalanta,Serie A,2021-2022
2,3.0,Josip Ilicic,"€ 64,038","€ 3,330,000","€ 3,330,000",F,34,Slovenia,Atalanta,Serie A,2021-2022
3,4.0,Juan Musso,"€ 56,923","€ 2,960,000","€ 2,960,000",K,27,Argentina,Atalanta,Serie A,2021-2022
4,5.0,Aleksey Miranchuk,"€ 53,462","€ 2,780,000","€ 2,780,000",F,26,Russia,Atalanta,Serie A,2021-2022
5,6.0,Jérémie Boga,"€ 53,462","€ 2,780,000","€ 2,780,000",F,25,Cote d'Ivoire,Atalanta,Serie A,2021-2022
6,7.0,Luis Muriel,"€ 44,423","€ 2,310,000","€ 2,310,000",F,30,Colombia,Atalanta,Serie A,2021-2022
7,8.0,Teun Koopmeiners,"€ 36,923","€ 1,920,000","€ 1,920,000",M,23,Netherlands,Atalanta,Serie A,2021-2022
8,9.0,Mario Pasalic,"€ 35,577","€ 1,850,000","€ 1,850,000",M,26,Croatia,Atalanta,Serie A,2021-2022
9,10.0,Marten de Roon,"€ 35,577","€ 1,850,000","€ 1,850,000",M,30,Netherlands,Atalanta,Serie A,2021-2022
10,11.0,Rafael Tolói,"€ 35,577","€ 1,850,000","€ 1,850,000",D,31,Italy,Atalanta,Serie A,2021-2022
11,12.0,Davide Zappacosta,"€ 32,115","€ 1,670,000","€ 1,670,000",D,29,Italy,Atalanta,Serie A,2021-2022
12,13.0,Robin Gosens,"€ 28,462","€ 1,480,000","€ 1,480,000",D,27,Germany,Atalanta,Serie A,2021-2022
13,14.0,Matteo Pessina,"€ 28,462","€ 1,480,000","€ 1,480,000",F,24,Italy,Atalanta,Serie A,2021-2022
14,15.0,Hans Hateboer,"€ 28,462","€ 1,480,000","€ 1,480,000",D,28,Netherlands,Atalanta,Serie A,2021-2022
